accession	gene	logFC	fold_change	AveExpr	t	P.Value	adj.P.Val	B	n_imputed	direction
Q91ZX7	Lrp1	0.787273155884708	1.7258094181303967	29.0800266666767	1.37841172490157	0.22466180250847	0.998030532995944	-5.03856544041834	0	NS
P06801	Me1	-0.123924130112035	0.9176881413430922	35.4319460467135	-0.345430833642759	0.743363856964373	0.998030532995944	-5.86054594300866	0	NS
P09470	Ace	0.327578070983561	1.2549049294845152	32.7113844017948	0.884915971883762	0.415400421348159	0.998030532995944	-5.52337352667907	0	NS
Q80YX1	Tnc	0.2063875401628	1.1537954987187184	30.7361650396648	0.19560906039762	0.852419760843848	0.998030532995944	-5.90477949783583	0	NS
P13020	Gsn	0.446721507963045	1.3629394855413965	33.5381126935946	1.16236942827232	0.295845799012279	0.998030532995944	-5.26554550521343	0	NS
Q8VHY0	Cspg4	1.57951937673622	2.9887026670452737	29.1894776906049	2.73681698549208	0.039464912396113	0.998030532995944	-3.45959743831883	0	NS
P26039	Tln1	1.00539791856244	2.007497120752443	28.1141680498872	1.55144255455426	0.17950817459594	0.998030532995944	-4.84540838971083	0	NS
Q02053	Uba1	0.574733356871029	1.4894021620064153	31.7049876633641	1.39720522379945	0.219280824141227	0.998030532995944	-5.01800183093121	0	NS
Q8BHN3	Ganab	0.373077606930993	1.295112665009129	32.7074377971065	0.771599148874452	0.474077891276406	0.998030532995944	-5.61446125474238	0	NS
Q61598	Gdi2	0.525461080622418	1.4393935319782867	34.142791477198	1.48617517604773	0.195415459751875	0.998030532995944	-4.91921254871803	0	NS
P48722	Hspa4l	0.503239599603175	1.4173927744208468	29.6697502587381	0.42512648325092	0.68783615342552	0.998030532995944	-5.82749504406478	0	NS
O88844	Idh1	0.330526340348425	1.257472056046837	34.4667225078329	0.897042717009569	0.409464520123725	0.998030532995944	-5.51308658600033	0	NS
P35441	Thbs1	-0.165102512525417	0.8918651445598285	33.3131223685682	-0.125577799614442	0.905058022229308	0.998030532995944	-5.91713843069324	0	NS
Q61292	Lamb2	0.292678571224435	1.2249123941435691	30.4616429624123	0.53841827213059	0.612622659749619	0.998030532995944	-5.76973475113896	0	NS
P15626	Gstm2	0.0944918700275039	1.0676892921899905	36.8630328986384	0.24827999962222	0.813465783815387	0.998030532995944	-5.8919650680593	0	NS
P08003	Pdia4	1.10758369877959	2.1548444027381577	32.6917709721969	2.9258886567173	0.0314465855655981	0.998030532995944	-3.24922977796038	0	NS
Q04857	Col6a1	0.785166975147166	1.72329175883143	32.9555915624678	0.665082486847787	0.536030723791079	0.998030532995944	-5.68951529476724	0	NS
Q06890	Clu	0.497982683970721	1.412237453822672	38.3337341173349	0.957091248156538	0.381046276310293	0.998030532995944	-5.4607135269321	0	NS
Q07113	Igf2r	-0.338917975669232	0.790634066773488	28.1447831666371	-0.50834687394945	0.632124733623854	0.998030532995944	-5.78626256503129	0	NS
P09411	Pgk1	0.742940554132351	1.6735835243794788	34.1080662862822	1.46411210247189	0.20109245148029	0.998030532995944	-4.94391914804238	0	NS
P17182	Eno1	0.484829809043286	1.3994207698531707	35.0658809885689	1.35317706629003	0.232080921430943	0.998030532995944	-5.06599443193798	0	NS
P05064	Aldoa	0.455981364397938	1.371715569731188	35.4977997219066	1.13352918246655	0.306733344604109	0.998030532995944	-5.29432190772784	0	NS
P14733	Lmnb1	0.790586526220668	1.7297775590147118	30.905783427907	1.75832633705979	0.137009127522195	0.998030532995944	-4.60593344796916	0	NS
P26043	Rdx	0.48799098304189	1.4024904849385524	30.9411230057728	1.13151707141183	0.307505773683549	0.998030532995944	-5.29631435017567	0	NS
P40142	Tkt	0.0386585940238883	1.027158339152126	34.2538789400198	0.0671863363089116	0.948951021153497	0.998030532995944	-5.92345146979688	0	NS
Q8VHX6	Flnc	0.541394185149911	1.455378279885066	28.1734208355727	0.574448470882771	0.589722565242785	0.998030532995944	-5.74882865907848	0	NS
P48678	Lmna	0.204198019841022	1.1520457577209229	31.4477806902766	0.354722088634441	0.736790508918526	0.998030532995944	-5.85702539744778	0	NS
Q8VDM4	Psmd2	0.395633198329261	1.3155200147739006	31.4767116767438	0.921423897493333	0.397730778739508	0.998030532995944	-5.49210571153651	0	NS
P26040	Ezr	0.464856650075403	1.3801802082946577	30.2888844890945	0.70787921425327	0.509606707506663	0.998030532995944	-5.66141904966799	0	NS
Q93092	Taldo1	-0.811096323471358	0.5699485816940936	35.2240527849012	-2.10652557085383	0.0871055226771852	0.998030532995944	-4.19356175606234	0	NS
Q8K010	Oplah	0.270819690917327	1.206493121903677	29.5877686289236	0.453696040556256	0.668432993644313	0.998030532995944	-5.81409891747863	0	NS
P63038	Hspd1	0.426542827317668	1.344009026391231	32.6653326918894	0.915282028648694	0.400661419257043	0.998030532995944	-5.49742816880309	0	NS
P70663	Sparcl1	0.157022832173685	1.114983864386053	32.4718940409528	0.174164269191849	0.868342381595725	0.998030532995944	-5.9091755524656	0	NS
Q9R0B9	Plod2	-0.283999079768674	0.8213112246299852	33.6755263899882	-0.762521395409565	0.479028846132396	0.998030532995944	-5.62134589675147	0	NS
P27046	Man2a1	0.079800069137691	1.0568715675509655	31.0824097250883	0.195567237128885	0.852393320053986	0.998030532995944	-5.90481527038488	0	NS
P21107	Tpm3	-0.598225976874499	0.6605657268585299	31.311617172944	-1.36793427732694	0.227715014120773	0.998030532995944	-5.04997985667132	0	NS
Q8BHG1	Nrd1	2.42179978403148	5.3583907252836855	29.7298470865134	2.11449268479408	0.0862148565964757	0.998030532995944	-4.18409881567366	0	NS
P62259	Ywhae	-0.638961370935	0.6421750989057494	35.2607665047942	-1.87057273790111	0.118327670066759	0.998030532995944	-4.47365985949197	0	NS
Q99KI0	Aco2	0.781674972124334	1.7191256233368235	30.424483604168	1.01433053790273	0.355454573645377	0.998030532995944	-5.40867784231747	0	NS
Q921M3	Sf3b3	-0.0782199214419541	0.9472256664758038	31.2893450689778	-0.171900071709965	0.870033893907042	0.998030532995944	-5.90960768119438	0	NS
P14211	Calr	0.107199573017984	1.0771353697658674	35.8362213454983	0.224467999941205	0.830983691123024	0.998030532995944	-5.89814019879154	0	NS
P10649	Gstm1	-0.314264839083663	0.8042607172680737	36.5240068952091	-0.969196454617532	0.375512914611481	0.998030532995944	-5.44987576810992	0	NS
Q00493	Cpe	-0.274343476693957	0.826826494237577	36.1286339571584	-0.604082802810375	0.571280613503027	0.998030532995944	-5.73075186146825	0	NS
O35206	Col15a1	0.798819785016282	1.739677379160546	32.5112083557777	1.9378731254008	0.108392575688826	0.998030532995944	-4.39391698902945	0	NS
O88342	Wdr1	0.122873165396399	1.088901280319694	33.9194577613554	0.301268021527652	0.774935631172085	0.998030532995944	-5.87605709617107	0	NS
P17710	Hk1	-0.0826131004428181	0.9443456382378195	31.1162769201777	-0.198469456886951	0.850236536397768	0.998030532995944	-5.90418573910824	0	NS
Q99MD9	Nasp	0.392865878531917	1.3129990555882536	30.1833737361045	0.43325202478819	0.682289234881831	0.998030532995944	-5.82376690925982	0	NS
Q6P5E4	Uggt1	-0.0421925984206801	0.9711778355664457	31.0938520889981	-0.106827193828378	0.918942446345585	0.998030532995944	-5.91962997219528	0	NS
P37889	Fbln2	-0.0421083191862052	0.9712345714066641	32.3284016868953	-0.0487366144141289	0.962953602007446	0.999824267041862	-5.92463743449553	0	NS
Q99KK7	Dpp3	0.992916092320358	1.990203689287969	31.6633154330782	2.55190732237087	0.049528183094365	0.998030532995944	-3.67053261524714	0	NS
Q8K0E8	Fgb	-0.564071953436074	0.676390380172704	33.7533107068817	-0.989195064171768	0.366514107162888	0.998030532995944	-5.43177282673774	0	NS
Q5SUR0	Pfas	-0.0012531027410946	0.9991317924784977	31.0230912255082	-0.0029730345915953	0.997739029502716	0.999971162684518	-5.92595025739145	0	NS
P22777	Serpine1	0.355779908942826	1.2796771771663142	35.9485144380298	0.584113056630851	0.583668617910845	0.998030532995944	-5.74301982582188	0	NS
Q3U962	Col5a2	0.656774362709421	1.576553756055786	30.8394273523638	0.374753392871985	0.723522873147304	0.998030532995944	-5.84848514982985	0	NS
P60710	Actb	-0.870484646236869	0.5469630778164598	30.2472915221476	-0.875061090313956	0.420273163107678	0.998030532995944	-5.53165932357727	0	NS
P63260	Actg1	0.208801714897561	1.1557278515245477	36.5249734985397	0.560363879637948	0.598612850526149	0.998030532995944	-5.75714258471652	0	NS
P18760	Cfl1	0.326684857572405	1.2541282227220047	34.0616949269257	0.686403062221869	0.521986008751436	0.998030532995944	-5.67651008756925	0	NS
P06151	Ldha	0.405405796264437	1.3244613979217772	35.4825423468042	0.911399975276055	0.402522522052663	0.998030532995944	-5.50077946393411	0	NS
Q9DCD0	Pgd	0.882648579840338	1.8437570679103925	33.7196424156857	1.97631349645169	0.103106915218485	0.998030532995944	-4.34828383686217	0	NS
Q9JHR7	Ide	0.179784314891706	1.132714530087382	30.3409841316743	0.340621982721299	0.746775722750973	0.998030532995944	-5.86233313840345	0	NS
O35685	Nudc	0.292550487350399	1.2248036500527772	30.6902359092085	0.409769991042812	0.698379491221816	0.998030532995944	-5.83436170393122	0	NS
Q9EQH2	Erap1	0.16380796309259	1.120240089289306	31.0550577209128	0.330990625610171	0.753628696909978	0.998030532995944	-5.86584072845569	0	NS
P50247	Ahcy	1.09749523349279	2.139828588028392	32.0425471659198	2.76814276165506	0.0379935063006751	0.998030532995944	-3.42435065705358	0	NS
Q80W21	Gstm7	0.0475393031562229	1.0335006550416381	32.2747731301475	0.118403257882584	0.910205251371248	0.998030532995944	-5.91818696060021	0	NS
P05202	Got2	0.319796765478491	1.2481547071709436	33.6683890770687	0.850100529097247	0.432811232960998	0.998030532995944	-5.55234387939964	0	NS
Q9D964	Gatm	0.849069422948744	1.8013386386041914	32.3716857721308	1.90173651032752	0.113616014542707	0.998030532995944	-4.43676382716365	0	NS
Q9R1E6	Enpp2	-0.444324374550606	0.7349284088240053	31.5485937537354	-0.759205773832492	0.480846370777781	0.998030532995944	-5.62384460314234	0	NS
O09159	Man2b1	0.16415582334663	1.1205102323029856	31.5713476557861	0.384474870362094	0.715913156030521	0.998030532995944	-5.84515728269694	0	NS
P12023	App	-0.0014479613873064	0.9989968531353883	33.65714211053	-0.0028269972178055	0.9978500894675	0.999971162684518	-5.92595072741016	0	NS
Q8BGQ7	Aars	0.227845322447354	1.1710846174591727	29.3012873412734	0.254409017778111	0.808976082964415	0.998030532995944	-5.89027744951341	0	NS
P40124	Cap1	0.143358554601375	1.1044733090341092	32.2633182764089	0.361520466138315	0.731996740732758	0.998030532995944	-5.85439325709208	0	NS
P60843	Eif4a1	0.397699861831252	1.3174058502082386	33.780514585387	1.14747678602171	0.301425145031644	0.998030532995944	-5.28045568480779	0	NS
P70168	Kpnb1	-0.118738581372315	0.9209925673987448	32.5634840061957	-0.299281991486543	0.776367561824894	0.998030532995944	-5.8767068230961	0	NS
P42932	Cct8	-0.52472382598353	0.695092158150264	30.8369861381199	-1.20429172571904	0.280624166366587	0.998030532995944	-5.22301507110721	0	NS
P68254	Ywhaq	-0.0675595787689336	0.9542508166601853	33.2118390904406	-0.17970522203604	0.864206262642717	0.998030532995944	-5.90809449914538	0	NS
Q8C1A5	Thop1	0.241217982415068	1.1819901249365046	32.0096852047711	0.495574399434862	0.640512123219945	0.998030532995944	-5.7930246949257	0	NS
Q8CG14	C1sa	0.0548628389373012	1.0387603407447557	35.1096296478362	0.124962041653703	0.905261149873435	0.998030532995944	-5.91730393026429	0	NS
P08071	Ltf	0.979289411832607	1.9714941257834087	33.1203201329591	0.37785822224969	0.721357905407766	0.998030532995944	-5.84721579895202	0	NS
Q02788	Col6a2	0.971296828813685	1.9606021753526512	31.7900232073109	0.733111776125724	0.497057150055495	0.998030532995944	-5.64142304776823	0	NS
P97798	Neo1	-1.47052130681652	0.3608518842519933	31.4861004704396	-3.25221521570548	0.0215246451115312	0.998030532995944	-2.90066895874733	0	NS
Q64449	Mrc2	1.18606670349745	2.2753156533086156	29.1167914733579	2.13423498553187	0.0840487717888902	0.998030532995944	-4.16065644958781	0	NS
P37804	Tagln	-0.0997844578902018	0.9331723993240092	33.2971396907726	-0.281123180183721	0.789505674365865	0.998030532995944	-5.88245503692611	0	NS
P63101	Ywhaz	0.431996804229416	1.3490995458928707	35.9722955711643	1.26728792190698	0.259060051346747	0.998030532995944	-5.15764878349309	0	NS
P09405	Ncl	0.649968293404458	1.5691337100337281	32.4380314910875	0.972010456973652	0.374235961435562	0.998030532995944	-5.44734334534122	0	NS
Q8CFX1	H6pd	0.691239714444308	1.6146704161456422	32.0277891872192	1.85502907200338	0.120751869043319	0.998030532995944	-4.49203967613274	0	NS
O88569	Hnrnpa2b1	0.133495664137892	1.0969484004409888	33.5311490931424	0.376606533274702	0.721408237601937	0.998030532995944	-5.84838360096806	0	NS
Q8CG16;Q8CFG9	C1ra;C1rb	0.194921563750417	1.1446619260815647	33.1704029325525	0.448322438751634	0.672061008639817	0.998030532995944	-5.81667985278145	0	NS
Q8K2I4	Manba	0.268721630347464	1.2047398366423727	31.3063502836863	0.509759006022542	0.63120118711506	0.998030532995944	-5.78550544400589	0	NS
Q640N1	Aebp1	0.0951694631785908	1.068190873502809	30.564764060963	0.067566976513779	0.948801916953695	0.998030532995944	-5.92339962932608	0	NS
Q61207	Psap	-0.302013018872063	0.8111198360031068	33.4079557543322	-0.57460995024521	0.589621102174143	0.998030532995944	-5.74873229580183	0	NS
Q8CG19	Ltbp1	0.404109708271771	1.3232720629554968	30.6629783678127	0.879042111568103	0.418299468708393	0.998030532995944	-5.52832019283509	0	NS
O35887	Calu	0.0653547659690877	1.0463422089729164	33.9657699885576	0.166915893773439	0.873760158816216	0.998030532995944	-5.91053923883528	0	NS
P68369	Tuba1a	10.5478312917002	1496.9717615235043	29.1844881502345	9.50851633776373	0.0001796840691461	0.116075908668444	0.617697897515816	1	NS
Q3TXS7	Psmd1	-0.0743925835988897	0.9497419056365068	30.2852570654672	-0.159011610706064	0.879677054089209	0.998030532995944	-5.91196099864051	0	NS
O08638	Myh11	1.35727825638406	2.5620138173474776	27.6413740162229	1.59485443008168	0.169630016921475	0.998030532995944	-4.79578481131884	0	NS
Q9QUR6	Prep	0.420157497744205	1.3380736231292643	30.9517956653694	1.03160792471882	0.348013426868828	0.998030532995944	-5.39258780945493	0	NS
P06745	Gpi	0.217023425538005	1.1623329805672251	34.8401431348653	0.641022520345297	0.548803342404904	0.998030532995944	-5.70713177130832	0	NS
Q60854	Serpinb6	0.249449316248752	1.1887532754541255	33.6018880748763	0.611055425824781	0.566994065094957	0.998030532995944	-5.72638492472463	0	NS
Q9D0F9	Pgm1	0.0617629204078867	1.0437403943721888	32.9184066855597	0.17002290707329	0.871436858645105	0.998030532995944	-5.90996170808526	0	NS
Q922R8	Pdia6	1.0159308162763	2.022207185436815	33.4668334020508	2.11060067934556	0.0866487548441077	0.998030532995944	-4.18872137485116	0	NS
Q61425	Hadh	0.617770596483015	1.534502074810183	33.049621744656	0.967869547729597	0.3761162673658	0.998030532995944	-5.45106819873229	0	NS
P21180	C2	0.348648207710259	1.273366934791157	31.5886522724577	0.909912485008464	0.403237439846743	0.998030532995944	-5.50206093641643	0	NS
Q04998	Inhba	0.403509078899865	1.3227212669647228	31.3247289358851	0.722867183824836	0.501087520911995	0.998030532995944	-5.65066426671091	0	NS
Q61581	Igfbp7	0.318641142598175	1.2471553146732877	34.483646302464	0.442283338097931	0.67615033150617	0.998030532995944	-5.81954664808638	0	NS
P68372;Q9D6F9	Tubb4b;Tubb4a	0.34410002927747	1.2693588939824576	33.7882079211144	0.844465227256233	0.435680902117365	0.998030532995944	-5.55695303865512	0	NS
Q9JII6	Akr1a1	0.123337188244726	1.0892515666417442	33.4390986469872	0.318101832529431	0.762839325408295	0.998030532995944	-5.87038405599504	0	NS
Q8CI94	Pygb	0.313346649137496	1.2425868132758255	30.9619516735978	0.690136571314551	0.519819433882173	0.998030532995944	-5.67391387043482	0	NS
P05201	Got1	0.426679101781936	1.3441359851422723	32.4383010452378	0.972476537854224	0.374024800541354	0.998030532995944	-5.44692342986602	0	NS
P29758	Oat	0.333091147521884	1.2597095641802576	33.1157598714099	0.726683716771587	0.49893406195813	0.998030532995944	-5.64789674309285	0	NS
P17563;Q63836	Selenbp1;Selenbp2	0.507022559744977	1.4211142652891762	33.1263025103094	1.11161255573949	0.315237942062672	0.998030532995944	-5.31591468110744	0	NS
Q02257	Jup	0.596224000895694	1.5117546335689782	27.2896660824588	0.663783132446345	0.535242098405641	0.998030532995944	-5.69199105476702	0	NS
Q8VCM7	Fgg	-0.35742127562245	0.78055853154369	33.5450410894041	-0.541621076601269	0.610566191343159	0.998030532995944	-5.76792470343481	0	NS
P00342	Ldhc	0.0842493108325586	1.0601359687121232	33.7366730317795	0.119319004109576	0.909514669074686	0.998030532995944	-5.91806651239524	0	NS
E9PV24	Fga	-0.637146712279952	0.6429833513538755	33.1348819953021	-1.15541626034812	0.298439388862731	0.998030532995944	-5.27252013711762	0	NS
Q9JMB7	Piwil1	-0.102051416488498	0.9317072234185403	25.5146469154421	-0.0280255129407993	0.978747892753846	0.999971162684518	-5.92551531799192	2	NS
P07214	Sparc	0.386589027210898	1.3072988922741535	37.4230809390005	1.229765584991	0.271717757849953	0.998030532995944	-5.19678580911888	0	NS
Q8BND5	Qsox1	-0.157313977584295	0.8966929887291338	33.3227923373588	-0.291212199553183	0.782196105955905	0.998030532995944	-5.87930421184108	0	NS
P10605	Ctsb	0.118472461621996	1.0855848269014663	34.3031320585715	0.251764182592019	0.810912508434994	0.998030532995944	-5.891010619125	0	NS
Q6GQT1	A2mp	0.675699401544159	1.5973709716483961	28.1871552481293	0.93557204149454	0.391044351743723	0.998030532995944	-5.47975129994541	0	NS
Q9QUR8	Sema7a	-0.0954323393472646	0.9359917122731284	31.921916120659	-0.190543915248027	0.85612981607811	0.998030532995944	-5.90588331917585	0	NS
Q8K4G1	Ltbp4	-0.0056630470840853	0.9960823688984692	29.026602817523	-0.0075456178248387	0.994261669150243	0.999971162684518	-5.92592356790087	0	NS
Q8VDD5	Myh9	1.17396416286517	2.2563082265977905	28.9248963919586	0.905983955692419	0.405130359802924	0.998030532995944	-5.50543828809544	0	NS
P05214	Tuba3a	0.934428252873429	1.911133093662344	28.0711286352149	0.500463466627803	0.638422176005888	0.998030532995944	-5.78939321010489	0	NS
Q62318	Trim28	-0.105157265741503	0.9297035916762354	28.9963235248815	-0.100760236048478	0.923526794784508	0.998030532995944	-5.92032728385904	0	NS
O55029	Copb2	0.150756297734861	1.1101512893257688	30.606378901028	0.319645578967915	0.761733763756878	0.998030532995944	-5.86984899301898	0	NS
Q9ERK4	Cse1l	0.16665779801625	1.1224551482420455	30.1841719944439	0.272244472517963	0.795958576941944	0.998030532995944	-5.88513890392131	0	NS
P28271	Aco1	0.385499826351643	1.3063122848055158	30.8274178808867	0.824024468188649	0.446210437793623	0.998030532995944	-5.57348047100727	0	NS
