"id","limma_log2FC","p_value","adj_p_value","n_imputed","AveExpr","t","B"
"P15626",0.0944918700275039,0.880239015143543,0.99997988173566,0,36.8630328986384,0.160750407849656,-4.91007315295503
"P08003",1.10758369877959,0.116079511132716,0.99997988173566,0,32.6917709721969,2.01162467548258,-4.23785199533441
"Q04857",0.785166975147166,0.597640222912732,0.99997988173566,0,32.9555915624678,0.573473891701524,-4.82549357702988
"Q06890",0.497982683970721,0.529450563451422,0.99997988173566,0,38.3337341173349,0.689020757780564,-4.78801930380039
"Q07113",-0.338917975669232,0.598558614958407,0.99997988173566,0,28.1447831666371,-0.571979748863081,-4.82594503330848
"P09411",0.742940554132351,0.341464165758519,0.99997988173566,0,34.1080662862822,1.08163284552379,-4.63303667382432
"P17182",0.484829809043286,0.434057533702701,0.99997988173566,0,35.0658809885689,0.870637545141309,-4.72050781686151
"P05064",0.455981364397938,0.489184686289645,0.99997988173566,0,35.4977997219066,0.762326213948852,-4.76188526240415
"P14733",0.790586526220668,0.248989236393819,0.99997988173566,0,30.905783427907,1.35261392723488,-4.51420557255609
"P26043",0.48799098304189,0.439112499630717,0.99997988173566,0,30.9411230057728,0.860261252504071,-4.72459710327278
"P40142",0.0386585940238883,0.961687680095786,0.99997988173566,0,34.2538789400198,0.0511769955142661,-4.91696500618235
"Q8VHX6",0.541394185149911,0.607420593496238,0.99997988173566,0,28.1734208355727,0.557637119947921,-4.83023272501732
"P48678",0.204198019841022,0.793474514759015,0.99997988173566,0,31.4477806902766,0.280232877990439,-4.89466294631048
"Q8VDM4",0.395633198329261,0.533920933902536,0.99997988173566,0,31.4767116767438,0.681138082940852,-4.79072739498823
"P26040",0.464856650075403,0.58383677931395,0.99997988173566,0,30.2888844890945,0.596113221331081,-4.81854460555371
"Q93092",-0.811096323471358,0.236695823002402,0.99997988173566,0,35.2240527849012,-1.39579033365326,-4.49513585539152
"Q8K010",0.270819690917327,0.703730094745885,0.99997988173566,0,29.5877686289236,0.409269850368619,-4.86933505956948
"P63038",0.426542827317668,0.537981100126299,0.99997988173566,0,32.6653326918894,0.674019671972396,-4.79315492624137
"P70663",0.157022832173685,0.892442221116155,0.99997988173566,0,32.4718940409528,0.1442194633027,-4.91156411202339
"Q9R0B9",-0.283999079768674,0.637230073999749,0.99997988173566,0,33.6755263899882,-0.510332414894406,-4.84376697208894
"P27046",0.079800069137691,0.891598707654442,0.99997988173566,0,31.0824097250883,0.145360474239647,-4.91146630600405
"P21107",-0.598225976874499,0.365144079297865,0.99997988173566,0,31.311617172944,-1.02332156762508,-4.65789844607494
"Q8BHG1",2.42179978403148,0.139817787741073,0.99997988173566,0,29.7298470865134,1.84805749007831,-4.3022739382816
"P62259",-0.638961370935,0.306811958896268,0.99997988173566,0,35.2607665047942,-1.17396906905013,-4.59296211137726
"Q99KI0",0.781674972124334,0.440954541498672,0.99997988173566,0,30.424483604168,0.856504327528051,-4.72607165292348
"Q921M3",-0.0782199214419541,0.902959047387424,0.99997988173566,0,31.2893450689778,-0.130012536117079,-4.91271831277739
"P14211",0.107199573017984,0.880668849308786,0.99997988173566,0,35.8362213454983,0.160167238451309,-4.91012844863363
"P10649",-0.314264839083663,0.591804186782526,0.99997988173566,0,36.5240068952091,-0.583003549191639,-4.82259319239661
"Q00493",-0.274343476693957,0.694709115195323,0.99997988173566,0,36.1286339571584,-0.422663781103614,-4.86622254582073
"O35206",0.798819785016282,0.241688952806652,0.99997988173566,0,32.5112083557777,1.37799113673626,-4.50299319091933
"O88342",0.122873165396399,0.845638613152975,0.99997988173566,0,33.9194577613554,0.207940430182642,-4.90494997026982
"P17710",-0.0826131004428181,0.889644301778487,0.99997988173566,0,31.1162769201777,-0.148005087970566,-4.9112366987467
"Q99MD9",0.392865878531917,0.729223464912292,0.99997988173566,0,30.1833737361045,0.37188102151519,-4.87755540517047
"Q6P5E4",-0.0421925984206801,0.941177057049473,0.99997988173566,0,31.0938520889981,-0.0786332943251963,-4.91590318658128
"P37889",-0.0421083191862052,0.969881263375239,0.99997988173566,0,32.3284016868953,-0.040223715333195,-4.91726352995907
"Q99KK7",0.992916092320358,0.144766489622676,0.99997988173566,0,31.6633154330782,1.81777195447196,-4.31457452688569
"Q8K0E8",-0.564071953436074,0.492717700446353,0.99997988173566,0,33.7533107068817,-0.755716903346513,-4.76430857581356
"Q5SUR0",-0.00125310274109469,0.99832479040838,0.99997988173566,0,31.0230912255082,-0.00223649568730663,-4.91774473003817
"P22777",0.355779908942826,0.679461179700706,0.99997988173566,0,35.9485144380298,0.445513678301005,-4.86071336535904
"Q3U962",0.656774362709421,0.757402598557307,0.99997988173566,0,30.8394273523638,0.331271552619077,-4.88568056770878
"P60710",-0.870484646236869,0.495124244260553,0.99997988173566,0,30.2472915221476,-0.751235546390123,-4.76594442659655
"P63260",0.208801714897561,0.73694356226934,0.99997988173566,0,36.5249734985397,0.360684528467099,-4.87988031742416
"P18760",0.326684857572405,0.645145361885578,0.99997988173566,0,34.0616949269257,0.497998570917931,-4.8471374815998
"P06151",0.405405796264437,0.559569168487336,0.99997988173566,0,35.4825423468042,0.636795381591489,-4.8055623480983
"Q9DCD0",0.882648579840338,0.232131275946689,0.99997988173566,0,33.7196424156857,1.41239255854857,-4.48781393120596
"Q9JHR7",0.179784314891706,0.793127643179063,0.99997988173566,0,30.3409841316743,0.28071917118558,-4.89458397309458
"O35685",0.292550487350399,0.750909157266501,0.99997988173566,0,30.6902359092085,0.340567622214776,-4.88389590618997
"Q9EQH2",0.16380796309259,0.809607547694083,0.99997988173566,0,31.0550577209128,0.257702712098368,-4.89818002394087
"P50247",1.09749523349279,0.122783645669292,0.99997988173566,0,32.0425471659198,1.96196750691916,-4.25703797050503
"Q80W21",0.0475393031562229,0.937294331318655,0.99997988173566,0,32.2747731301475,0.0838384429885267,-4.91565145467548
"P05202",0.319796765478491,0.598952575252811,0.99997988173566,0,33.6683890770687,0.57133926354254,-4.82613828164623
"Q9D964",0.849069422948744,0.238325492342307,0.99997988173566,0,32.3716857721308,1.3899402195693,-4.49771757683009
"Q9R1E6",-0.444324374550606,0.581461600714372,0.99997988173566,0,31.5485937537354,-0.600044195043955,-4.81731756940127
"O09159",0.16415582334663,0.791695506317874,0.99997988173566,0,31.5713476557861,0.282727808197968,-4.89425641097701
"P12023",-0.00144796138730641,0.998422800889185,0.99997988173566,0,33.65714211053,-0.00210564612792589,-4.91774489959632
"Q8BGQ7",0.227845322447354,0.830516340189787,0.99997988173566,0,29.3012873412734,0.228739351688463,-4.90228917391809
"P40124",0.143358554601375,0.811577645243236,0.99997988173566,0,32.2633182764089,0.254962725344098,-4.89858871549607
"P60843",0.397699861831252,0.499502759307735,0.99997988173566,0,33.780514585387,0.743124239093606,-4.76889024671787
"P70168",-0.118738581372315,0.844249496147534,0.99997988173566,0,32.5634840061957,-0.209846181769938,-4.90471634394074
"P42932",-0.52472382598353,0.408712459410426,0.99997988173566,0,30.8369861381199,-0.924221078670622,-4.69902272941999
"P68254",-0.0675595787689336,0.908974116605953,0.99997988173566,0,33.2118390904406,-0.12190187147481,-4.91332431273351
"Q8C1A5",0.241217982415068,0.728325011084543,0.99997988173566,0,32.0096852047711,0.373187702387253,-4.87727992518061
"Q8CG14",0.0548628389373012,0.934765112408736,0.99997988173566,0,35.1096296478362,0.0872306126236765,-4.91547876913411
"P08071",0.979289411832607,0.754610843674276,0.99997988173566,0,33.1203201329591,0.335263917190225,-4.884919645279
"Q02788",0.971296828813685,0.55839308466103,0.99997988173566,0,31.7900232073109,0.638797236927216,-4.8049076524571
"P97798",-1.47052130681652,0.0728047946969036,0.99997988173566,0,31.4861004704396,-2.43676962430579,-4.08788451001417
"Q64449",1.18606670349745,0.104249890002822,0.99997988173566,0,29.1167914733579,2.10748971077133,-4.20177363608764
"P37804",-0.0997844578902018,0.861717233006919,0.99997988173566,0,33.2971396907726,-0.185947749561838,-4.90749647726443
"P63101",0.431996804229416,0.476024649895964,0.99997988173566,0,35.9722955711643,0.78727239853546,-4.75262681908283
"P09405",0.649968293404458,0.481943420528963,0.99997988173566,0,32.4380314910875,0.775987759484049,-4.7568365592443
"Q8CFX1",0.691239714444308,0.268865530528388,0.99997988173566,0,32.0277891872192,1.28706175433125,-4.54318334167459
"O88569",0.133495664137892,0.816838326234393,0.99997988173566,0,33.5311490931424,0.24765773131578,-4.89965800785197
"Q8CG16;Q8CFG9",0.194921563750417,0.764893112999246,0.99997988173566,0,33.1704029325525,0.320591247643019,-4.88767501181229
"Q8K2I4",0.268721630347464,0.71144188456208,0.99997988173566,0,31.3063502836863,0.397889507574992,-4.87191071533124
"Q640N1",0.0951694631785908,0.955459472492065,0.99997988173566,0,30.564764060963,0.0595080055268858,-4.91669014771195
"Q61207",-0.302013018872063,0.688247929129024,0.99997988173566,0,33.4079557543322,-0.432313155369289,-4.86392645715291
"Q8CG19",0.404109708271771,0.528351162868106,0.99997988173566,0,30.6629783678127,0.690966697572749,-4.78734758583875
"O35887",0.0653547659690877,0.915329245704118,0.99997988173566,0,33.9657699885576,0.113343540629836,-4.91392191899666
"P68369",10.5478312917002,0.00115773583892417,0.892801304919811,1,29.1844881502345,8.48901892025453,-3.44371769330387
"Q3TXS7",-0.0743925835988897,0.902911024157832,0.99997988173566,0,30.2852570654672,-0.130077332355742,-4.91271331631238
"O08638",1.35727825638406,0.163080565048302,0.99997988173566,0,27.6413740162229,1.71462683811366,-4.35726058637337
"Q9QUR6",0.420157497744205,0.483668629562698,0.99997988173566,0,30.9517956653694,0.772718687814661,-4.75804947285231
"P06745",0.217023425538005,0.707976563494004,0.99997988173566,0,34.8401431348653,0.402995517971294,-4.87076298146804
"Q60854",0.249449316248752,0.693624809490105,0.99997988173566,0,33.6018880748763,0.424279801136177,-4.86584113230843
"Q9D0F9",0.0617629204078867,0.914480471992188,0.99997988173566,0,32.9184066855597,0.114485950113225,-4.91384463592586
"Q922R8",1.0159308162763,0.197689742550246,0.99997988173566,0,33.4668334020508,1.54945057271455,-4.42781348493287
"Q61425",0.617770596483015,0.489213931781804,0.99997988173566,0,33.049621744656,0.762271354209811,-4.76190542882449
"P21180",0.348648207710259,0.553752009524185,0.99997988173566,0,31.5886522724577,0.646725578278175,-4.80230050115035
"Q04998",0.403509078899865,0.599809345446717,0.99997988173566,0,31.3247289358851,0.569947296378764,-4.82655769891245
"Q61581",0.318641142598175,0.743244667987236,0.99997988173566,0,34.483646302464,0.351586620641107,-4.88172224349468
"P68372;Q9D6F9",0.34410002927747,0.591211054895886,0.99997988173566,0,33.7882079211144,0.583975491833053,-4.82229535050377
"Q9JII6",0.123337188244726,0.838782545756362,0.99997988173566,0,33.4390986469872,0.217355659528472,-4.90377573603292
"Q8CI94",0.313346649137496,0.624623116842262,0.99997988173566,0,30.9619516735978,0.530168424816638,-4.83820736558482
"P05201",0.426679101781936,0.519765819396181,0.99997988173566,0,32.4383010452378,0.706264819599707,-4.78202349393974
"P29758",0.333091147521884,0.625514024151648,0.99997988173566,0,33.1157598714099,0.528758698022072,-4.8386080643991
"P17563;Q63836",0.507022559744977,0.465553507100931,0.99997988173566,0,33.1263025103094,0.807507357053097,-4.74499171191412
"Q02257",0.596224000895694,0.50578208881258,0.99997988173566,0,27.2896660824588,0.731584610408697,-4.77304709456731
"Q8VCM7",-0.35742127562245,0.691730044190316,0.99997988173566,0,33.5450410894041,-0.427106907200741,-4.86517085190527
"P00342",0.0842493108325586,0.92895984061297,0.99997988173566,0,33.7366730317795,0.0950214389345552,-4.91505639808771
"E9PV24",-0.637146712279952,0.428362867740053,0.99997988173566,0,33.1348819953021,-0.882446314739225,-4.71582480638124
"Q9JMB7",-0.102051416488498,0.980687717591284,0.99997988173566,2,25.5146469154421,-0.025786504491159,-4.91754780893277
"P07214",0.386589027210898,0.51244010115525,0.99997988173566,0,37.4230809390005,0.719465434934022,-4.7773687318521
"Q8BND5",-0.157313977584295,0.836261978757196,0.99997988173566,0,33.3227923373588,-0.220823040970623,-4.90333067146261
"P10605",0.118472461621996,0.864995778997118,0.99997988173566,0,34.3031320585715,0.181477408771521,-4.90798027881666
"Q6GQT1",0.675699401544159,0.376764049668654,0.99997988173566,0,28.1871552481293,0.995927348486431,-4.66942362391874
"Q9QUR8",-0.0954323393472646,0.892070884504587,0.99997988173566,0,31.921916120659,-0.14472173706104,-4.91152115117415
"Q8K4G1",-0.00566304708408535,0.99470236235709,0.99997988173566,0,29.026602817523,-0.00707270027615352,-4.91773129449071
"Q8VDD5",1.17396416286517,0.464421767003878,0.99997988173566,0,28.9248963919586,0.809715731894502,-4.74415189248653
"P05214",0.934428252873429,0.670991685477067,0.99997988173566,0,28.0711286352149,0.458325951480591,-4.85751622304902
"Q62318",-0.105157265741503,0.931875390101977,0.99997988173566,0,28.9963235248815,-0.091107829417915,-4.91527305473168
"O55029",0.150756297734861,0.812597634749888,0.99997988173566,0,30.606378901028,0.253545066489319,-4.89879854168396
"Q9ERK4",0.16665779801625,0.829522482202882,0.99997988173566,0,30.1841719944439,0.230110470487441,-4.90210520649097
"P28271",0.385499826351643,0.556364466735651,0.99997988173566,0,30.8274178808867,0.642257080198626,-4.80377270576189
"Q99JY9",0.747642511350591,0.236460839119725,0.99997988173566,0,32.4197717112041,1.39663718014042,-4.49476220098384
"Q9EQK5",1.7913851417047,0.317670988704353,0.99997988173566,0,29.1177725962187,1.14403920187424,-4.60602816285298
"P24549",0.101456206403145,0.882344596021089,0.99997988173566,0,33.0292140778991,0.157894346900856,-4.91034208210828
"P99024",-0.0649394100143527,0.914490200439812,0.99997988173566,0,31.9340174727751,-0.114472855024873,-4.9138455261446
"B2RQC6",1.09908638836793,0.21285680993224,0.99997988173566,0,26.5822966246919,1.48632053145608,-4.4553308247899
"P10630",0.532086866368938,0.60851169955837,0.99997988173566,0,29.3511575738033,0.555880471157841,-4.83075210258446
"P10126",0.137922354966487,0.819180310929052,0.99997988173566,0,33.6507492240103,0.244410920628817,-4.90012376401553
"Q8R016",0.825857440234121,0.287642244917645,0.99997988173566,0,32.1806026935495,1.22932138014121,-4.56865898062709
"Q00519",0.652680145596075,0.302817946417464,0.99997988173566,0,29.8120338672207,1.18522714350227,-4.58803216844246
"Q9JHU9",0.136077326874232,0.819333734152127,0.99997988173566,0,34.6992827713153,0.244198333919537,-4.90015405516284
"P16125",0.332931314151099,0.645684589289278,0.99997988173566,0,35.3782632707183,0.497161597159018,-4.84736377033063
"P24527",-0.197842927727338,0.754614494119794,0.99997988173566,0,32.3355991060549,-0.335258692606287,-4.88492064650622
"Q62356",0.672062552537211,0.371103070537954,0.99997988173566,0,33.5169763120779,1.00917893488737,-4.66386202294752
"Q91WP6",0.3342964089302,0.686920850779987,0.99997988173566,0,34.6416238862473,0.434301015208271,-4.8634478981355
"Q8BH34",-0.0420547314573731,0.957528525422995,0.99997988173566,0,31.8341535203286,-0.0567398483855045,-4.91678605413035
"O08999",0.236857606626119,0.86520697363126,0.99997988173566,0,30.0838161665515,0.181189597980578,-4.90801103407984
"P35951",0.395021940143884,0.526364129873276,0.99997988173566,0,30.9784458597401,0.694491196380998,-4.78612777529628
"P15116",-0.496508873404456,0.492856279888405,0.99997988173566,0,31.7519219650566,-0.755458396030765,-4.76440309984741
"P63005",0.870499455320496,0.321618468602893,0.99997988173566,0,30.5683047589703,1.13339433862019,-4.61065937883954
"P68510",-0.614611959811699,0.370642511081108,0.99997988173566,0,33.2212865711085,-1.01026483016738,-4.66340513622324
"Q91VI7",0.647329411097116,0.352372532075392,0.99997988173566,0,32.8624333267048,1.05433547605073,-4.64472671850153
"Q9EQH3",0.837268547890788,0.460483562427234,0.99997988173566,0,29.6838651043992,0.817433707493554,-4.74120694324438
"Q60864",0.951480044587341,0.163522998604034,0.99997988173566,0,29.9881530572374,1.71229030040313,-4.35824094480909
"P45376",0.350000026798232,0.597197585445288,0.99997988173566,0,33.35074180793,0.574194553450588,-4.82527550828791
"Q8JZQ9",0.446852525975856,0.584404481953869,0.99997988173566,0,29.9169552366957,0.595175230629179,-4.81883651054633
"Q04447",-0.230148544268021,0.703421850906112,0.99997988173566,0,32.9435466600835,-0.409726045981593,-4.86923048520864
"Q8CIE6",0.218494779556398,0.712318323944457,0.99997988173566,0,29.7569412486236,0.396600096064153,-4.87219851286484
"P56399",-0.0556666726390348,0.929152572340362,0.99997988173566,0,30.4016361260296,-0.0947626752278272,-4.91507100255636
"Q9CPV4",1.43793430536572,0.096551162068399,0.99997988173566,0,31.3812865167788,2.17661790110365,-4.17656356565389
"Q91YI0",0.93335631994979,0.200801122249779,0.99997988173566,0,31.232529441033,1.5361040335554,-4.43361024999886
"P48774",-0.162016210415236,0.82775237951667,0.99997988173566,0,32.3297941824256,-0.232553820227418,-4.90177476098533
"Q6WKZ8",1.14176807399454,0.592037368249749,0.99997988173566,0,25.9628922145819,0.582621617788308,-4.82271012910557
"P06797",0.203110705966064,0.749241653561217,0.99997988173566,0,35.9100089985807,0.342960600258545,-4.88342920812623
"P08122",0.0905153011835322,0.91107045200659,0.99997988173566,0,32.5696426724963,0.119077580507671,-4.91352628049036
"Q8BPB5",-0.140333667559782,0.81663518270746,0.99997988173566,0,33.2213305820846,-0.247939510916016,-4.8996173101942
"Q9WVA4",-0.220083266741163,0.761319253983349,0.99997988173566,0,32.4746077721239,-0.325681346924216,-4.88673197762953
"P61982",0.664516959888059,0.311219263180913,0.99997988173566,0,33.663095926473,1.16170428717339,-4.59832384836893
"P35487",0.0253632959691733,0.982128918079392,0.99997988173566,0,30.3022404346065,0.0238616810080036,-4.91757632129196
"P30416",0.783865348783633,0.343578293331689,0.99997988173566,0,30.6618004713061,1.07628152191709,-4.63533497102608
"Q9CVB6",0.806149161365295,0.306950890646552,0.99997988173566,0,31.9296925713012,1.17357993628326,-4.59313237570731
"P50396",0.272575749551426,0.712442354960974,0.99997988173566,0,30.8576965086053,0.396417686811096,-4.87223916025765
"P35700",-0.367548165331987,0.572418468900519,0.99997988173566,0,35.6037284096489,-0.615109606536898,-4.81256008957056
"O08709",0.245011801648853,0.77443024879455,0.99997988173566,0,34.3131739829599,0.307057013600241,-4.89011569049841
"Q9CR16",0.13575528685674,0.820375195160887,0.99997988173566,0,31.1839255485277,0.24275562185701,-4.90035896027351
"Q9QUM9",-0.602467622098191,0.327470199168275,0.99997988173566,0,33.373408557457,-1.1178343284998,-4.61741223104765
"Q8K1J6",1.15575822324302,0.28708922072973,0.99997988173566,0,30.4168147282552,1.23096962999567,-4.56793313888439
"O70435",0.0832896786716285,0.89695602391864,0.99997988173566,0,33.1135859357232,0.138117630031904,-4.91207427433626
"Q9R1P0",0.552321127759853,0.370556477392307,0.99997988173566,0,32.7675642073847,1.01046780973584,-4.66331971438591
"P29341",0.299188733401446,0.611665239684997,0.99997988173566,0,30.8166212707547,0.55081453645607,-4.83224279723415
"Q9R1P4",0.108544506528574,0.850066905356929,0.99997988173566,0,33.3586509636758,0.20187139682056,-4.90568023446012
"P47962",0.57193397274076,0.381128094475544,0.99997988173566,0,31.9236805787046,0.985830033787605,-4.67364355640359
"P08249",0.488477536576186,0.501829451422949,0.99997988173566,0,34.653872662632,0.73883579961572,-4.77043975277622
"Q8C7R4",0.490213786777293,0.85772611046899,0.99997988173566,0,25.5960867659026,0.191395956573136,-4.90689136191642
